,user_id,item_id,recommend,posted year,sentiment_score
15211,Pedro_Alberto,4000,True,,0
15211,Pedro_Alberto,620,True,2015,0
15211,Pedro_Alberto,730,True,2015,0
15211,Pedro_Alberto,8930,True,2014,0
15212,76561198093252101,440,True,2014,0
15213,76561198084548334,389170,True,,0
15213,76561198084548334,346900,True,2015,0
15213,76561198084548334,205100,True,2014,0
15213,76561198084548334,239220,True,2014,0
15214,PedroFranja,207610,True,2013,0
15215,kruger287,212500,True,2014,0
15216,peetfd,242050,False,2015,2
15217,TheRealChris02,10,True,2015,0
15218,76561198054085162,201790,True,2012,0
15219,niconicolii,319630,True,2015,0
15219,niconicolii,570,True,2013,0
15219,niconicolii,50650,True,2013,0
15220,croniczambie,237310,True,2013,0
15221,76561198001963605,215280,True,2013,2
15222,Pendekar,550,False,,0
15222,Pendekar,317400,True,2015,0
15222,Pendekar,336420,True,2015,0
15222,Pendekar,286360,True,2015,0
15222,Pendekar,212480,True,2013,0
15223,Rebound780,224540,True,,0
15223,Rebound780,337320,True,,2
15223,Rebound780,104700,False,2015,0
15223,Rebound780,274900,True,2015,0
15223,Rebound780,271290,True,2015,0
15223,Rebound780,213650,True,2014,0
15223,Rebound780,273110,False,2014,0
15223,Rebound780,202090,True,2014,0
15224,chinnap4t,221100,True,2014,0
15224,chinnap4t,252490,True,2014,2
15225,penguinexpert1,333930,True,,0
15226,penguinereno,266010,True,2015,0
15227,thisismyprofilenopeaking,730,True,,0
15228,penilsky,206190,True,2014,0
15229,iige,252490,True,2014,0
15230,76561198049272839,113020,True,2014,0
15230,76561198049272839,375600,True,2015,0
15230,76561198049272839,4000,True,2013,0
15231,76561198088948199,10500,True,2014,0
15231,76561198088948199,8190,True,2014,0
15231,76561198088948199,48700,True,2014,0
15231,76561198088948199,34330,True,2014,0
15232,watchudoin,4000,True,2013,0
15232,watchudoin,245620,True,2015,0
15232,watchudoin,221380,True,2014,0
15232,watchudoin,236850,True,2014,0
15233,76561198059138340,109400,False,2013,0
15234,76561198073455321,8190,True,2013,0
15235,reptiliangovernment,312530,True,2015,0
15236,anuclearlemon,15710,True,2014,0
15236,anuclearlemon,218620,True,2013,0
15237,cheong0123,313730,True,2014,0
15238,perera94,236390,False,2013,0
15238,perera94,107410,True,2014,0
15238,perera94,201790,True,2013,2
15239,76561198008211473,410320,True,,0
15239,76561198008211473,344760,True,,0
15239,76561198008211473,244160,True,2015,0
15240,perox1de,41070,True,2015,2
15240,perox1de,32430,False,,2
15241,peroxicide,313740,False,2015,0
15242,76561198079589220,204360,True,2014,0
15243,roh135,730,True,,0
15244,76561198056554213,252490,True,2014,0
15245,PogiGwaps,570,True,2015,0
15245,PogiGwaps,730,True,2015,0
15246,LLARb,12110,True,2014,0
15246,LLARb,271590,True,2015,0
15246,LLARb,304930,True,2015,0
15246,LLARb,301520,True,,0
15246,LLARb,225840,True,,0
15246,LLARb,291550,True,2015,0
15246,LLARb,240,True,2015,0
15246,LLARb,570,True,2015,0
15246,LLARb,730,False,2015,0
15247,potatonuggsssss,224480,True,2015,0
15247,potatonuggsssss,208090,True,2014,0
15248,FireNoodle,261510,True,2015,0
15248,FireNoodle,257510,True,,0
15248,FireNoodle,377160,True,2015,0
15248,FireNoodle,243470,True,2014,0
15248,FireNoodle,373390,True,,0
15248,FireNoodle,496920,True,,0
15248,FireNoodle,17410,True,2015,0
15248,FireNoodle,218230,True,2015,0
15248,FireNoodle,570,True,2015,0
15248,FireNoodle,43160,True,2014,0
15249,peter-san,250900,True,2014,2
15249,peter-san,374320,True,,0
15249,peter-san,730,True,2015,0
15249,peter-san,248610,True,2014,0
15249,peter-san,377160,True,2015,0
15250,76561198091722897,304930,True,2014,0
15251,76561198070579161,374570,True,,0
15252,76561198096782512,570,True,2014,0
15253,76561198022053608,730,True,2013,0
15254,76561198106127352,301520,True,2015,0
15255,76561198044948113,107410,False,2014,0
15256,Loalder,211420,True,2013,0
15256,Loalder,8870,True,2013,0
15257,76561198045756199,220,True,2014,0
15258,PhoenixL,388090,True,2015,2
15258,PhoenixL,440,True,2013,2
15258,PhoenixL,354140,True,2015,2
15258,PhoenixL,332800,True,2014,0
15258,PhoenixL,113420,True,2013,0
15259,phillipw12,357900,False,2015,0
15259,phillipw12,223470,True,2014,2
15259,phillipw12,224260,True,2014,0
15259,phillipw12,43110,True,2013,0
15260,76561198062425854,49520,True,2014,0
15261,aclassstrider1434,45770,False,2014,2
15261,aclassstrider1434,278080,True,2015,0
15262,phishtanke,232090,True,2015,0
15262,phishtanke,113200,True,2013,0
15263,phlosten,250260,False,2014,0
15263,phlosten,200710,True,2014,2
15263,phlosten,3050,True,2014,0
15263,phlosten,99300,True,2014,0
15263,phlosten,265930,True,2014,0
15263,phlosten,212680,True,2014,0
15263,phlosten,8930,True,2013,0
15263,phlosten,12750,False,2014,0
15263,phlosten,31270,True,2014,0
15264,76561198043070022,232090,True,,0
15264,76561198043070022,214850,True,2014,0
15264,76561198043070022,250340,True,2014,0
15264,76561198043070022,415420,True,2015,0
15264,76561198043070022,274450,True,2014,0
15264,76561198043070022,441600,False,,0
15264,76561198043070022,424280,False,,0
15264,76561198043070022,391540,False,2015,2
15265,xxxoffryf,291210,False,2015,2
15265,xxxoffryf,334230,True,2015,0
15265,xxxoffryf,234920,True,2015,0
15265,xxxoffryf,4000,True,2014,0
15265,xxxoffryf,440,True,2013,0
15266,PhoenixAnimus,45740,True,2014,0
15266,PhoenixAnimus,550,True,2015,0
15267,76561198075485979,219740,True,2014,0
15268,Phoenixx3,391540,True,2015,0
15269,LordOfOreos,265930,True,2015,0
15269,LordOfOreos,265630,True,2015,2
15269,LordOfOreos,220240,True,2015,0
15269,LordOfOreos,221100,True,2015,0
15269,LordOfOreos,252490,True,2015,0
15269,LordOfOreos,4000,True,2015,0
15269,LordOfOreos,11610,True,2015,2
15269,LordOfOreos,440,True,2015,2
15270,moondos,252950,True,,0
15271,pi_pie,230410,True,2015,0
15272,Thomas1910,55230,True,2014,0
15273,76561198056392712,221640,True,2014,0
15273,76561198056392712,49600,True,2014,0
15273,76561198056392712,34900,False,2014,2
15273,76561198056392712,63710,True,2014,0
15273,76561198056392712,206420,True,2014,2
15274,76561198045362276,239220,False,2014,2
15274,76561198045362276,72850,True,2015,0
15275,Piechucker,12210,True,2013,0
15275,Piechucker,201790,True,2012,0
15275,Piechucker,34330,True,2012,0
15276,PieInYaaFaceee,620,True,2013,0
15277,pieman6124,224540,True,2014,0
15278,76561198035642590,292030,True,2015,0
15278,76561198035642590,109600,True,2013,2
15278,76561198035642590,34330,True,2012,0
15279,76561198053856103,440,True,,0
15279,76561198053856103,105600,True,,0
15280,76561198066292866,8870,True,,0
15280,76561198066292866,224540,False,,0
15280,76561198066292866,219640,True,2013,0
15280,76561198066292866,346110,False,,0
15280,76561198066292866,233250,True,2015,2
15280,76561198066292866,218620,True,2014,0
15280,76561198066292866,440,True,2013,0
15281,piiggy,440,True,2013,0
15282,76561198073525052,266430,True,2014,0
15282,76561198073525052,212800,True,2014,0
15282,76561198073525052,99900,True,2014,0
15283,76561198065484906,233450,True,,0
15284,MrLilToast,440,True,2014,0
15285,76561198071091263,301520,True,2015,0
15285,76561198071091263,351140,False,2015,0
15285,76561198071091263,204300,True,2014,0
15286,76561198070509391,113400,True,2015,0
15286,76561198070509391,233450,True,2015,2
15286,76561198070509391,304930,True,2014,0
15287,76561198044383808,319630,True,2015,0
15288,76561198073062456,440,True,2014,0
15288,76561198073062456,234710,True,2013,0
15289,76561198066919836,236370,True,,0
15290,candycornvampirism,204300,True,2014,0
15290,candycornvampirism,250900,True,2014,2
15290,candycornvampirism,238280,True,2014,0
15290,candycornvampirism,440,True,2014,0
15290,candycornvampirism,282470,True,2014,0
15291,Friendly_Hoovey,440,True,2012,0
15291,Friendly_Hoovey,8190,True,2011,0
15291,Friendly_Hoovey,105600,True,2011,0
15292,ThisMexicunt,730,True,2015,0
15293,76561198047937193,219740,True,2013,0
15294,76561198022745261,440,True,2014,0
15295,76561198045242807,200510,True,,2
15296,nexoses,49520,True,2014,0
15297,stirlingsilverfilms,247730,False,2015,0
15297,stirlingsilverfilms,318220,True,2015,0
15297,stirlingsilverfilms,1250,True,2015,0
15297,stirlingsilverfilms,203140,True,2015,0
15297,stirlingsilverfilms,239820,True,2014,0
15297,stirlingsilverfilms,33440,False,2014,2
15297,stirlingsilverfilms,252530,True,2014,2
15297,stirlingsilverfilms,251570,True,2014,0
15297,stirlingsilverfilms,242860,False,2013,0
15297,stirlingsilverfilms,241540,True,2013,0
15298,souedu,570,True,,0
15298,souedu,620,True,2015,0
15298,souedu,358150,True,,0
15298,souedu,440,True,2014,2
15299,Pink_Gib,49520,True,2015,0
15299,Pink_Gib,250900,True,2015,0
15299,Pink_Gib,22380,True,2014,0
15299,Pink_Gib,72850,True,2014,0
15299,Pink_Gib,440,True,2014,0
15299,Pink_Gib,105600,True,2014,0
15300,76561198047950481,107800,True,2014,2
15300,76561198047950481,271290,True,2014,0
15301,76561198039483841,230410,True,2015,0
15302,kiezi101,221100,True,2013,0
15302,kiezi101,570,True,2015,0
15302,kiezi101,332800,True,2015,0
15302,kiezi101,218620,True,2014,0
15302,kiezi101,265930,True,2014,0
15302,kiezi101,252490,True,2014,0
15302,kiezi101,55230,True,2014,0
15302,kiezi101,232430,False,2014,0
15302,kiezi101,250320,True,2013,0
15303,76561198056579186,4000,True,2014,0
15303,76561198056579186,218230,True,2014,0
15304,76561198062130309,385710,True,,2
15304,76561198062130309,105600,True,2015,0
15305,76561198041906216,391540,True,,0
15305,76561198041906216,4000,True,2014,0
15305,76561198041906216,63380,True,2014,0
15305,76561198041906216,550,True,2014,0
15305,76561198041906216,208090,True,2014,2
15305,76561198041906216,233130,True,2014,0
15306,AedanBlaze,208090,True,2014,0
15307,76561197996328974,247730,False,2014,0
15307,76561197996328974,307780,False,2015,2
15308,Pissbrains,35450,True,2015,0
15309,pitmania,4000,True,2013,0
15310,pixelonsteam,292030,True,,0
15310,pixelonsteam,291550,False,,0
15310,pixelonsteam,269770,True,,0
15311,76561198063459358,291550,True,,0
15311,76561198063459358,440,True,2014,0
15312,rickoning,359050,True,2015,2
15312,rickoning,298110,True,2014,2
15312,rickoning,238460,True,2014,0
15313,spaggethi-senpai,200210,True,2014,0
15314,314155156915923,356510,True,,0
15314,314155156915923,225840,True,,0
15315,Mysticmoo,230410,False,2013,2
15316,76561198115350277,107410,True,,0
15317,Pzop,417750,True,,0
15317,Pzop,221100,False,2015,2
15318,pickaxekritz,304930,True,2015,0
15318,pickaxekritz,440,True,2015,0
15319,76561198063128416,238460,True,,0
15319,76561198063128416,233470,True,,0
15319,76561198063128416,323370,True,2015,0
15319,76561198063128416,238370,False,,2
15319,76561198063128416,104900,False,,0
15319,76561198063128416,253430,False,,2
15319,76561198063128416,48000,True,,0
15319,76561198063128416,303800,False,,0
15319,76561198063128416,378930,False,,0
15320,gimmedepussyplsboss,730,True,2015,0
15320,gimmedepussyplsboss,209870,True,2015,0
15321,gommbamario,570,True,2014,0
15321,gommbamario,440,True,2014,0
15321,gommbamario,299700,False,2014,2
15321,gommbamario,550,True,2013,0
15322,76561198093970444,302830,True,2015,0
15322,76561198093970444,304930,True,2014,0
15323,plainxd,440,True,,0
15324,plasmakat,218680,True,2013,0
15324,plasmakat,620,True,2013,0
15324,plasmakat,57690,True,2015,0
15324,plasmakat,440,True,2014,0
15325,Plasticbrotha,252490,True,2014,0
15326,HerpFullOfDerp,312990,True,2015,2
15326,HerpFullOfDerp,440,True,2014,0
15326,HerpFullOfDerp,304930,True,2014,0
15327,gohangasalami_imalasagnahog,207490,True,2012,0
15327,gohangasalami_imalasagnahog,107100,True,2012,0
15327,gohangasalami_imalasagnahog,440,True,2012,0
15328,abcdefghijklmnopqrstuvwxyzyes,730,True,2015,2
15329,iWantDat1,391540,True,,0
15329,iWantDat1,72850,True,,0
15329,iWantDat1,49520,True,,0
15329,iWantDat1,440,True,,0
15330,deranked,730,False,2015,0
15331,76561198133746607,4000,True,2015,0
15331,76561198133746607,49520,True,2015,0
15332,76561198090240161,381210,False,,0
15333,playertheslayer,730,True,2014,2
15333,playertheslayer,218230,True,2015,0
15334,skelaxum,107410,True,2013,0
15334,skelaxum,72850,True,2012,0
15335,76561198088568935,4700,True,2015,0
15335,76561198088568935,252490,False,,0
15336,becausenobodylikesdefaulturls,70300,True,2014,0
15336,becausenobodylikesdefaulturls,63610,True,2014,0
15336,becausenobodylikesdefaulturls,286080,True,2015,0
15336,becausenobodylikesdefaulturls,224760,True,2014,0
15336,becausenobodylikesdefaulturls,440,True,2014,2
15336,becausenobodylikesdefaulturls,221910,True,2014,0
15337,76561198054662553,440,True,2015,0
15338,76561198106609214,262410,True,2015,0
15338,76561198106609214,354140,True,2015,0
15338,76561198106609214,233720,True,2014,0
15338,76561198106609214,440,True,2013,0
15339,76561198061363239,3900,True,2015,0
15340,DuBsTeRs1,252490,True,,0
15340,DuBsTeRs1,342480,False,2015,2
15341,Pocardus,214490,True,2014,0
15341,Pocardus,233720,True,2014,2
15341,Pocardus,49520,True,2014,2
15341,Pocardus,8930,True,2014,0
15341,Pocardus,550,True,2014,2
15342,loracidical,218620,True,2014,0
15343,pogapog,203160,True,2015,0
15344,evolic,252950,True,,0
15344,evolic,437220,True,,0
15345,modedickson,7670,True,2015,0
15345,modedickson,205100,True,2014,0
15345,modedickson,104900,False,2014,0
15346,ElMessias,730,True,2015,2
15346,ElMessias,440,True,2015,0
15346,ElMessias,40800,True,2015,0
15346,ElMessias,550,True,2015,0
15346,ElMessias,304930,False,2015,0
15346,ElMessias,211260,True,,2
15346,ElMessias,250900,True,2015,2
15346,ElMessias,24840,True,2015,0
15346,ElMessias,99900,True,2014,0
15347,76561198067751993,440,True,2015,0
15348,POISON_OAK,220,True,2014,0
15349,poiyuk,250900,True,2015,2
15350,PoKeVGL,207140,True,2014,0
15350,PoKeVGL,252490,True,2013,2
15351,pokefam,730,False,2015,0
15352,76561198131090970,346110,True,,0
15353,imarockerbtw,440,False,,0
15353,imarockerbtw,570,True,2015,2
15354,Polaa,730,True,2015,0
15355,76561198068601535,17390,True,2014,0
15356,76561198053963927,255710,True,2015,2
15356,76561198053963927,221100,True,2015,2
15357,thepolis,261980,False,,2
15357,thepolis,265930,True,,0
15357,thepolis,434570,True,,2
15357,thepolis,550,True,2013,0
15358,polygraphsharik,8870,True,2014,0
15358,polygraphsharik,220260,True,2013,0
15358,polygraphsharik,222750,True,2013,0
15359,76561198142457231,34030,True,2014,0
15360,Cluescroller,730,True,2015,0
15360,Cluescroller,10180,True,2015,0
15360,Cluescroller,440,True,2015,0
15361,poopholder,252490,True,2015,2
15361,poopholder,227680,False,2015,0
15361,poopholder,224540,False,2015,0
15361,poopholder,314230,True,2015,0
15361,poopholder,252950,True,,0
15361,poopholder,374320,True,,0
15361,poopholder,72850,True,2015,0
15361,poopholder,241930,True,2014,0
15362,76561198075422436,211820,True,2015,0
15362,76561198075422436,295110,True,2015,2
15362,76561198075422436,304050,True,2015,0
15362,76561198075422436,248820,True,2015,0
15362,76561198075422436,218620,True,2015,2
15362,76561198075422436,730,True,2015,2
15362,76561198075422436,335240,True,2015,0
15363,76561198075422436,211820,True,2015,0
15363,76561198075422436,295110,True,2015,2
15363,76561198075422436,304050,True,2015,0
15363,76561198075422436,248820,True,2015,0
15363,76561198075422436,218620,True,2015,2
15363,76561198075422436,730,True,2015,2
15363,76561198075422436,335240,True,2015,0
15364,ThisIsWhereIGetOff,356670,True,2015,0
15364,ThisIsWhereIGetOff,224260,True,2015,2
15364,ThisIsWhereIGetOff,252330,True,2015,0
15364,ThisIsWhereIGetOff,322070,True,2015,2
15364,ThisIsWhereIGetOff,4000,True,2014,0
15365,popcornman812,291550,True,,0
15365,popcornman812,218620,False,,2
15365,popcornman812,227940,False,2015,0
15366,76561198064553245,244850,True,2015,0
15366,76561198064553245,105600,True,2014,0
15367,76561198070654567,200210,False,,0
15367,76561198070654567,8930,True,2013,0
15368,76561198070476536,352950,True,2015,0
15369,PorbusMaximus,290060,True,2014,0
15369,PorbusMaximus,207230,False,2014,2
15369,PorbusMaximus,300900,True,2014,0
15369,PorbusMaximus,17410,True,2014,0
15370,aganic,4920,True,2014,0
15371,76561198046138768,272890,True,2015,0
15371,76561198046138768,359870,True,,0
15371,76561198046138768,3590,True,2015,2
15372,TSEpsilon,304930,True,2015,0
15372,TSEpsilon,250900,True,2014,0
15372,TSEpsilon,207140,True,2014,0
15372,TSEpsilon,252490,True,2014,0
15373,PortHashbrown,218620,False,2015,2
15373,PortHashbrown,290080,True,,0
15373,PortHashbrown,391070,False,2015,0
15373,PortHashbrown,332790,True,2015,0
15373,PortHashbrown,32430,False,2015,2
15373,PortHashbrown,391540,True,2015,0
15373,PortHashbrown,24790,True,2015,0
15373,PortHashbrown,267340,False,2015,0
15374,fussyfusfis,218620,False,2015,0
15374,fussyfusfis,49520,True,,0
15374,fussyfusfis,219640,True,2014,2
15375,76561198048312212,200260,True,,0
15376,smirk_,226700,False,2014,0
15377,grommet,730,True,,0
15378,76561198041739032,283960,True,2015,0
15378,76561198041739032,227280,True,2014,2
15378,76561198041739032,249990,True,2015,2
15379,e45g4w4t,224260,True,2014,0
15380,GGguy,219150,True,2014,2
15380,GGguy,238010,True,,0
15380,GGguy,440,True,2014,0
15380,GGguy,263100,True,2015,0
15380,GGguy,418070,True,,0
15380,GGguy,274170,True,2015,0
15380,GGguy,218620,True,2015,2
15380,GGguy,400250,True,2015,2
15380,GGguy,24240,True,2014,0
15381,Zh3nd,730,True,2014,0
15381,Zh3nd,320590,True,2015,2
15382,76561198045926585,570,True,2013,0
15382,76561198045926585,730,True,2013,2
15382,76561198045926585,4000,True,2013,0
15383,batata_Craft,570,True,2014,0
15384,kikis17,4000,True,2013,0
15385,trueguess100,6060,True,2014,0
15386,bonamb,8930,True,2015,0
15387,ainulgokil,304930,True,2014,0
15387,ainulgokil,239220,False,2014,2
15388,ThePotaot,232090,True,,2
15388,ThePotaot,230290,True,,0
15388,ThePotaot,211820,True,2015,0
15388,ThePotaot,219830,True,2014,0
15389,2edgy4youboi,17520,True,,0
15389,2edgy4youboi,4000,True,,0
15389,2edgy4youboi,234390,True,,2
15389,2edgy4youboi,329130,True,2015,2
15389,2edgy4youboi,212680,True,2014,0
15389,2edgy4youboi,220200,True,2014,0
15390,76561198052785886,24980,True,2015,0
15390,76561198052785886,2810,True,2015,0
15390,76561198052785886,377160,True,,0
15391,76561198116557265,218230,True,2015,0
15391,76561198116557265,221640,True,2014,0
15391,76561198116557265,301520,True,2014,0
15391,76561198116557265,304930,True,2014,0
15391,76561198116557265,239820,True,2014,0
15391,76561198116557265,440,True,2014,0
15392,d0g5_coolpat11,347560,True,,0
